	Unnamed: 0	Sno	Date	Time	State/UnionTerritory	Recovered	Deaths	Confirmed	Confirmed Daily	Deaths Daily	Recovered Daily	Month-Year
5274	5277	5278	"Monday, 17 August 2020"	8:00:00 AM	Haryana	39601	538	47153	743	10	662	Aug-20
5276	5279	5280	"Monday, 17 August 2020"	8:00:00 AM	Jammu and Kashmir	20943	542	28470	449	15	267	Aug-20
5277	5280	5281	"Monday, 17 August 2020"	8:00:00 AM	Jharkhand	14699	244	23055	666	16	675	Aug-20
5278	5281	5282	"Monday, 17 August 2020"	8:00:00 AM	Karnataka	141491	3947	226966	"7,040"	116	"6,680"	Aug-20
5279	5282	5283	"Monday, 17 August 2020"	8:00:00 AM	Kerala	28894	156	44415	"1,530"	10	"1,099"	Aug-20
5280	5283	5284	"Monday, 17 August 2020"	8:00:00 AM	Ladakh	1356	14	1948	39	4	49	Aug-20
5281	5284	5285	"Monday, 17 August 2020"	8:00:00 AM	Madhya Pradesh	34038	1105	45455	"1,022"	11	685	Aug-20
5282	5285	5286	"Monday, 17 August 2020"	8:00:00 AM	Maharashtra	417123	20037	595865	"11,111"	288	"8,837"	Aug-20
5283	5286	5287	"Monday, 17 August 2020"	8:00:00 AM	Manipur	2632	16	4569	179	3	194	Aug-20
5287	5290	5291	"Monday, 17 August 2020"	8:00:00 AM	Odisha	42277	343	60050	"2,924"	10	"1,550"	Aug-20
5288	5291	5292	"Monday, 17 August 2020"	8:00:00 AM	Puducherry	4443	110	7732	378	4	219	Aug-20
5289	5292	5293	"Monday, 17 August 2020"	8:00:00 AM	Punjab	19431	812	31206	"1,165"	41	568	Aug-20
5290	5293	5294	"Monday, 17 August 2020"	8:00:00 AM	Rajasthan	46604	876	61296	"1,317"	14	"1,350"	Aug-20
5292	5295	5296	"Monday, 17 August 2020"	8:00:00 AM	Tamil Nadu	278270	5766	338055	"5,950"	125	"6,019"	Aug-20
5293	5296	5297	"Monday, 17 August 2020"	8:00:00 AM	Telangana	70132	703	92255	894	10	"2,006"	Aug-20
5294	5297	5298	"Monday, 17 August 2020"	8:00:00 AM	Tripura	5286	59	7204	143	4	135	Aug-20
5296	5299	5300	"Monday, 17 August 2020"	8:00:00 AM	Uttar Pradesh	100432	2449	154418	"4,357"	56	"4,201"	Aug-20
5297	5300	5301	"Monday, 17 August 2020"	8:00:00 AM	West Bengal	86771	2428	116498	"3,066"	51	"2,935"	Aug-20
5299	5302	5303	"Tuesday, 18 August 2020"	8:00:00 AM	Andhra Pradesh	209100	2732	296609	"6,780"	82	"7,866"	Aug-20
5301	5304	5305	"Tuesday, 18 August 2020"	8:00:00 AM	Assam	56734	197	79667	"2,792"	8	"1,519"	Aug-20
5302	5305	5306	"Tuesday, 18 August 2020"	8:00:00 AM	Bihar	76452	468	106307	"2,463"	7	"4,128"	Aug-20
5304	5307	5308	"Tuesday, 18 August 2020"	8:00:00 AM	Chhattisgarh	10598	150	16025	554	9	363	Aug-20
5306	5309	5310	"Tuesday, 18 August 2020"	8:00:00 AM	Delhi	138301	4214	153367	787	18	740	Aug-20
5307	5310	5311	"Tuesday, 18 August 2020"	8:00:00 AM	Goa	8058	111	11994	355	7	283	Aug-20
5308	5311	5312	"Tuesday, 18 August 2020"	8:00:00 AM	Gujarat	62595	2800	79710	"1,030"	15	"1,083"	Aug-20
5309	5312	5313	"Tuesday, 18 August 2020"	8:00:00 AM	Haryana	40610	550	48040	887	12	"1,009"	Aug-20
5311	5314	5315	"Tuesday, 18 August 2020"	8:00:00 AM	Jammu and Kashmir	21296	548	28892	422	6	353	Aug-20
5312	5315	5316	"Tuesday, 18 August 2020"	8:00:00 AM	Jharkhand	15051	250	23752	697	6	352	Aug-20
5313	5316	5317	"Tuesday, 18 August 2020"	8:00:00 AM	Karnataka	148562	4062	233283	"6,317"	115	"7,071"	Aug-20
5314	5317	5318	"Tuesday, 18 August 2020"	8:00:00 AM	Kerala	30025	169	46140	"1,725"	13	"1,131"	Aug-20
5316	5319	5320	"Tuesday, 18 August 2020"	8:00:00 AM	Madhya Pradesh	35025	1128	46385	930	23	987	Aug-20
5317	5320	5321	"Tuesday, 18 August 2020"	8:00:00 AM	Maharashtra	428514	20265	604358	"8,493"	228	"11,391"	Aug-20
5322	5325	5326	"Tuesday, 18 August 2020"	8:00:00 AM	Odisha	43780	353	62294	"2,244"	10	"1,503"	Aug-20
5323	5326	5327	"Tuesday, 18 August 2020"	8:00:00 AM	Puducherry	4627	114	8029	297	4	184	Aug-20
5324	5327	5328	"Tuesday, 18 August 2020"	8:00:00 AM	Punjab	20180	863	32696	"1,490"	51	749	Aug-20
5325	5328	5329	"Tuesday, 18 August 2020"	8:00:00 AM	Rajasthan	47654	887	62630	"1,334"	11	"1,050"	Aug-20
5327	5330	5331	"Tuesday, 18 August 2020"	8:00:00 AM	Tamil Nadu	283937	5886	343945	"5,890"	120	"5,667"	Aug-20
5328	5331	5332	"Tuesday, 18 August 2020"	8:00:00 AM	Telangana	72202	711	93937	"1,682"	8	"2,070"	Aug-20
5329	5332	5333	"Tuesday, 18 August 2020"	8:00:00 AM	Tripura	5404	62	7409	205	3	118	Aug-20
5330	5333	5334	"Tuesday, 18 August 2020"	8:00:00 AM	Uttarakhand	8485	158	12493	318	6	385	Aug-20
5331	5334	5335	"Tuesday, 18 August 2020"	8:00:00 AM	Uttar Pradesh	104808	2515	158216	"3,798"	66	"4,376"	Aug-20
5332	5335	5336	"Tuesday, 18 August 2020"	8:00:00 AM	West Bengal	89703	2473	119578	"3,080"	45	"2,932"	Aug-20
5334	5337	5338	"Wednesday, 19 August 2020"	8:00:00 AM	Andhra Pradesh	218311	2820	306261	"9,652"	88	"9,211"	Aug-20
5336	5339	5340	"Wednesday, 19 August 2020"	8:00:00 AM	Assam	58294	203	82201	"2,534"	6	"1,560"	Aug-20
5337	5340	5341	"Wednesday, 19 August 2020"	8:00:00 AM	Bihar	80330	476	109498	"3,191"	8	"3,878"	Aug-20
5339	5342	5343	"Wednesday, 19 August 2020"	8:00:00 AM	Chhattisgarh	10847	158	16833	808	8	249	Aug-20
5341	5344	5345	"Wednesday, 19 August 2020"	8:00:00 AM	Delhi	139447	4226	154741	"1,374"	12	"1,146"	Aug-20
5342	5345	5346	"Wednesday, 19 August 2020"	8:00:00 AM	Goa	8356	116	12333	339	5	298	Aug-20
5343	5346	5347	"Wednesday, 19 August 2020"	8:00:00 AM	Gujarat	63703	2820	80802	"1,092"	20	"1,108"	Aug-20
5344	5347	5348	"Wednesday, 19 August 2020"	8:00:00 AM	Haryana	41298	557	48936	896	7	688	Aug-20
5346	5349	5350	"Wednesday, 19 August 2020"	8:00:00 AM	Jammu and Kashmir	21886	561	29326	434	13	590	Aug-20
5347	5350	5351	"Wednesday, 19 August 2020"	8:00:00 AM	Jharkhand	15507	262	24477	725	12	456	Aug-20
5348	5351	5352	"Wednesday, 19 August 2020"	8:00:00 AM	Karnataka	156949	4201	240948	"7,665"	139	"8,387"	Aug-20
5349	5352	5353	"Wednesday, 19 August 2020"	8:00:00 AM	Kerala	31390	175	47898	"1,758"	6	"1,365"	Aug-20
5350	5353	5354	"Wednesday, 19 August 2020"	8:00:00 AM	Ladakh	1395	17	2010	44	3	27	Aug-20
5351	5354	5355	"Wednesday, 19 August 2020"	8:00:00 AM	Madhya Pradesh	35713	1141	47375	990	13	688	Aug-20
5352	5355	5356	"Wednesday, 19 August 2020"	8:00:00 AM	Maharashtra	437870	20687	615477	"11,119"	422	"9,356"	Aug-20
5357	5360	5361	"Wednesday, 19 August 2020"	8:00:00 AM	Odisha	45315	362	64533	"2,239"	9	"1,535"	Aug-20
5358	5361	5362	"Wednesday, 19 August 2020"	8:00:00 AM	Puducherry	4909	123	8396	367	9	282	Aug-20
5359	5362	5363	"Wednesday, 19 August 2020"	8:00:00 AM	Punjab	21762	898	34400	"1,704"	35	"1,582"	Aug-20
5360	5363	5364	"Wednesday, 19 August 2020"	8:00:00 AM	Rajasthan	48960	898	63977	"1,347"	11	"1,306"	Aug-20
5362	5365	5366	"Wednesday, 19 August 2020"	8:00:00 AM	Tamil Nadu	289787	6007	349654	"5,709"	121	"5,850"	Aug-20
5363	5366	5367	"Wednesday, 19 August 2020"	8:00:00 AM	Telangana	73991	719	95700	"1,763"	8	"1,789"	Aug-20
5364	5367	5368	"Wednesday, 19 August 2020"	8:00:00 AM	Tripura	5497	65	7645	236	3	93	Aug-20
5365	5368	5369	"Wednesday, 19 August 2020"	8:00:00 AM	Uttarakhand	8724	164	12961	468	6	239	Aug-20
5366	5369	5370	"Wednesday, 19 August 2020"	8:00:00 AM	Uttar Pradesh	109607	2585	162434	"4,218"	70	"4,799"	Aug-20
5367	5370	5371	"Wednesday, 19 August 2020"	8:00:00 AM	West Bengal	92690	2528	122753	"3,175"	55	"2,987"	Aug-20
5369	5372	5373	"Thursday, 20 August 2020"	8:00:00 AM	Andhra Pradesh	226372	2906	316003	"9,742"	86	"8,061"	Aug-20
5371	5374	5375	"Thursday, 20 August 2020"	8:00:00 AM	Assam	60348	213	84317	"2,116"	10	"2,054"	Aug-20
5372	5375	5376	"Thursday, 20 August 2020"	8:00:00 AM	Bihar	84404	487	112437	"2,939"	11	"4,074"	Aug-20
5374	5377	5378	"Thursday, 20 August 2020"	8:00:00 AM	Chhattisgarh	11185	161	17485	652	3	338	Aug-20
5376	5379	5380	"Thursday, 20 August 2020"	8:00:00 AM	Delhi	140767	4235	156139	"1,398"	9	"1,320"	Aug-20
5377	5380	5381	"Thursday, 20 August 2020"	8:00:00 AM	Goa	8713	124	12675	342	8	357	Aug-20
5378	5381	5382	"Thursday, 20 August 2020"	8:00:00 AM	Gujarat	64823	2837	81942	"1,140"	17	"1,120"	Aug-20
5379	5382	5383	"Thursday, 20 August 2020"	8:00:00 AM	Haryana	42056	567	49930	994	10	758	Aug-20
5381	5384	5385	"Thursday, 20 August 2020"	8:00:00 AM	Jammu and Kashmir	22497	572	30034	708	11	611	Aug-20
5382	5385	5386	"Thursday, 20 August 2020"	8:00:00 AM	Jharkhand	16175	277	26090	"1,613"	15	668	Aug-20
5383	5386	5387	"Thursday, 20 August 2020"	8:00:00 AM	Karnataka	164150	4327	249590	"8,642"	126	"7,201"	Aug-20
5384	5387	5388	"Thursday, 20 August 2020"	8:00:00 AM	Kerala	32607	182	50231	"2,333"	7	"1,217"	Aug-20
5386	5389	5390	"Thursday, 20 August 2020"	8:00:00 AM	Madhya Pradesh	36475	1159	48351	976	18	762	Aug-20
5387	5390	5391	"Thursday, 20 August 2020"	8:00:00 AM	Maharashtra	446881	21033	628642	"13,165"	346	"9,011"	Aug-20
5392	5395	5396	"Thursday, 20 August 2020"	8:00:00 AM	Odisha	46936	372	67122	"2,589"	10	"1,621"	Aug-20
5393	5396	5397	"Thursday, 20 August 2020"	8:00:00 AM	Puducherry	5312	129	8750	354	6	403	Aug-20
5394	5397	5398	"Thursday, 20 August 2020"	8:00:00 AM	Punjab	22703	921	36084	"1,684"	23	941	Aug-20
5395	5398	5399	"Thursday, 20 August 2020"	8:00:00 AM	Rajasthan	49963	910	65289	"1,312"	12	"1,003"	Aug-20
5397	5400	5401	"Thursday, 20 August 2020"	8:00:00 AM	Tamil Nadu	296171	6123	355449	"5,795"	116	"6,384"	Aug-20
5398	5401	5402	"Thursday, 20 August 2020"	8:00:00 AM	Telangana	75186	729	97424	"1,724"	10	"1,195"	Aug-20
5400	5403	5404	"Thursday, 20 August 2020"	8:00:00 AM	Uttarakhand	9132	178	13225	264	14	408	Aug-20
5401	5404	5405	"Thursday, 20 August 2020"	8:00:00 AM	Uttar Pradesh	115227	2638	167510	"5,076"	53	"5,620"	Aug-20
5402	5405	5406	"Thursday, 20 August 2020"	8:00:00 AM	West Bengal	95663	2581	125922	"3,169"	53	"2,973"	Aug-20
5404	5407	5408	"Friday, 21 August 2020"	8:00:00 AM	Andhra Pradesh	235218	3001	325396	"9,393"	95	"8,846"	Aug-20
5406	5409	5410	"Friday, 21 August 2020"	8:00:00 AM	Assam	63120	221	86052	"1,735"	8	"2,772"	Aug-20
5407	5410	5411	"Friday, 21 August 2020"	8:00:00 AM	Bihar	87660	492	114941	"2,504"	5	"3,256"	Aug-20
5409	5412	5413	"Friday, 21 August 2020"	8:00:00 AM	Chhattisgarh	11739	168	18501	"1,016"	7	554	Aug-20
5411	5414	5415	"Friday, 21 August 2020"	8:00:00 AM	Delhi	141826	4257	157354	"1,215"	22	"1,059"	Aug-20
5412	5415	5416	"Friday, 21 August 2020"	8:00:00 AM	Goa	9063	126	13099	424	2	350	Aug-20
5413	5416	5417	"Friday, 21 August 2020"	8:00:00 AM	Gujarat	65946	2853	83107	"1,165"	16	"1,123"	Aug-20
5414	5417	5418	"Friday, 21 August 2020"	8:00:00 AM	Haryana	42793	578	50926	996	11	737	Aug-20
5415	5418	5419	"Friday, 21 August 2020"	8:00:00 AM	Himachal Pradesh	3085	23	4538	127	4	93	Aug-20
5416	5419	5420	"Friday, 21 August 2020"	8:00:00 AM	Jammu and Kashmir	23225	578	30717	683	6	728	Aug-20
5417	5420	5421	"Friday, 21 August 2020"	8:00:00 AM	Jharkhand	17057	286	26753	663	9	882	Aug-20
5418	5421	5422	"Friday, 21 August 2020"	8:00:00 AM	Karnataka	170381	4429	256975	"7,385"	102	"6,231"	Aug-20
5419	5422	5423	"Friday, 21 August 2020"	8:00:00 AM	Kerala	33824	191	52199	"1,968"	9	"1,217"	Aug-20
5421	5424	5425	"Friday, 21 August 2020"	8:00:00 AM	Madhya Pradesh	37540	1171	49493	"1,142"	12	"1,065"	Aug-20
5422	5425	5426	"Friday, 21 August 2020"	8:00:00 AM	Maharashtra	459124	21359	643289	"14,647"	326	"12,243"	Aug-20
5427	5430	5431	"Friday, 21 August 2020"	8:00:00 AM	Odisha	48577	380	70020	"2,898"	8	"1,641"	Aug-20
5428	5431	5432	"Friday, 21 August 2020"	8:00:00 AM	Puducherry	5634	137	9292	542	8	322	Aug-20
5429	5432	5433	"Friday, 21 August 2020"	8:00:00 AM	Punjab	23037	957	37824	"1,740"	36	334	Aug-20
5430	5433	5434	"Friday, 21 August 2020"	8:00:00 AM	Rajasthan	51190	921	66619	"1,330"	11	"1,227"	Aug-20
5432	5435	5436	"Friday, 21 August 2020"	8:00:00 AM	Tamil Nadu	301913	6239	361435	"5,986"	116	"5,742"	Aug-20
5433	5436	5437	"Friday, 21 August 2020"	8:00:00 AM	Telangana	76967	737	99391	"1,967"	8	"1,781"	Aug-20
5434	5437	5438	"Friday, 21 August 2020"	8:00:00 AM	Tripura	5649	69	8091	256	4	84	Aug-20
5435	5438	5439	"Friday, 21 August 2020"	8:00:00 AM	Uttarakhand	9433	187	13636	411	9	301	Aug-20
5436	5439	5440	"Friday, 21 August 2020"	8:00:00 AM	Uttar Pradesh	121090	2733	172334	"4,824"	95	"5,863"	Aug-20
5437	5440	5441	"Friday, 21 August 2020"	8:00:00 AM	West Bengal	98789	2634	129119	"3,197"	53	"3,126"	Aug-20
5439	5442	5443	"Saturday, 22 August 2020"	8:00:00 AM	Andhra Pradesh	244045	3092	334940	"9,544"	91	"8,827"	Aug-20
5441	5444	5445	"Saturday, 22 August 2020"	8:00:00 AM	Assam	65596	227	87908	"1,856"	6	"2,476"	Aug-20
5442	5445	5446	"Saturday, 22 August 2020"	8:00:00 AM	Bihar	91552	498	117413	"2,472"	6	"3,892"	Aug-20
5443	5446	5447	"Saturday, 22 August 2020"	8:00:00 AM	Chandigarh	1426	33	2631	116	2	36	Aug-20
5444	5447	5448	"Saturday, 22 August 2020"	8:00:00 AM	Chhattisgarh	12022	180	19510	"1,009"	12	283	Aug-20
5446	5449	5450	"Saturday, 22 August 2020"	8:00:00 AM	Delhi	142908	4270	158604	"1,250"	13	"1,082"	Aug-20
5447	5450	5451	"Saturday, 22 August 2020"	8:00:00 AM	Goa	9540	135	13484	385	9	477	Aug-20
5448	5451	5452	"Saturday, 22 August 2020"	8:00:00 AM	Gujarat	67267	2867	84311	"1,204"	14	"1,321"	Aug-20
5449	5452	5453	"Saturday, 22 August 2020"	8:00:00 AM	Haryana	43413	585	52129	"1,203"	7	620	Aug-20
5450	5453	5454	"Saturday, 22 August 2020"	8:00:00 AM	Himachal Pradesh	3234	25	4728	190	2	149	Aug-20
5451	5454	5455	"Saturday, 22 August 2020"	8:00:00 AM	Jammu and Kashmir	23805	593	31371	654	15	580	Aug-20
5452	5455	5456	"Saturday, 22 August 2020"	8:00:00 AM	Jharkhand	18372	297	28196	"1,443"	11	"1,315"	Aug-20
5453	5456	5457	"Saturday, 22 August 2020"	8:00:00 AM	Karnataka	176942	4522	264546	"7,571"	93	"6,561"	Aug-20
5454	5457	5458	"Saturday, 22 August 2020"	8:00:00 AM	Kerala	35243	203	54182	"1,983"	12	"1,419"	Aug-20
5456	5459	5460	"Saturday, 22 August 2020"	8:00:00 AM	Madhya Pradesh	38527	1185	50640	"1,147"	14	987	Aug-20
5457	5460	5461	"Saturday, 22 August 2020"	8:00:00 AM	Maharashtra	470873	21698	657450	"14,161"	339	"11,749"	Aug-20
5458	5461	5462	"Saturday, 22 August 2020"	8:00:00 AM	Manipur	3261	20	5049	124	2	259	Aug-20
5462	5465	5466	"Saturday, 22 August 2020"	8:00:00 AM	Odisha	50504	390	72718	"2,698"	10	"1,927"	Aug-20
5463	5466	5467	"Saturday, 22 August 2020"	8:00:00 AM	Puducherry	5934	143	9594	302	6	300	Aug-20
5464	5467	5468	"Saturday, 22 August 2020"	8:00:00 AM	Punjab	23893	991	39327	"1,503"	34	856	Aug-20
5465	5468	5469	"Saturday, 22 August 2020"	8:00:00 AM	Rajasthan	52496	933	67954	"1,335"	12	"1,306"	Aug-20
5467	5470	5471	"Saturday, 22 August 2020"	8:00:00 AM	Tamil Nadu	307677	6340	367430	"5,995"	101	"5,764"	Aug-20
5468	5471	5472	"Saturday, 22 August 2020"	8:00:00 AM	Telangana	78735	744	101865	"2,474"	7	"1,768"	Aug-20
5470	5473	5474	"Saturday, 22 August 2020"	8:00:00 AM	Uttarakhand	9676	192	14083	447	5	243	Aug-20
5471	5474	5475	"Saturday, 22 August 2020"	8:00:00 AM	Uttar Pradesh	126657	2797	177239	"4,905"	64	"5,567"	Aug-20
5472	5475	5476	"Saturday, 22 August 2020"	8:00:00 AM	West Bengal	101871	2689	132364	"3,245"	55	"3,082"	Aug-20
5474	5477	5478	"Sunday, 23 August 2020"	8:00:00 AM	Andhra Pradesh	252638	3189	345216	"10,276"	97	"8,593"	Aug-20
5476	5479	5480	"Sunday, 23 August 2020"	8:00:00 AM	Assam	67641	234	89468	"1,560"	7	"2,045"	Aug-20
5477	5480	5481	"Sunday, 23 August 2020"	8:00:00 AM	Bihar	94858	503	119529	"2,116"	5	"3,306"	Aug-20
5479	5482	5483	"Sunday, 23 August 2020"	8:00:00 AM	Chhattisgarh	12394	189	20078	568	9	372	Aug-20
5481	5484	5485	"Sunday, 23 August 2020"	8:00:00 AM	Delhi	144138	4284	160016	"1,412"	14	"1,230"	Aug-20
5482	5485	5486	"Sunday, 23 August 2020"	8:00:00 AM	Goa	10019	140	13790	306	5	479	Aug-20
5483	5486	5487	"Sunday, 23 August 2020"	8:00:00 AM	Gujarat	68243	2881	85523	"1,212"	14	976	Aug-20
5484	5487	5488	"Sunday, 23 August 2020"	8:00:00 AM	Haryana	44013	597	53290	"1,161"	12	600	Aug-20
5485	5488	5489	"Sunday, 23 August 2020"	8:00:00 AM	Himachal Pradesh	3341	29	4895	167	4	107	Aug-20
5486	5489	5490	"Sunday, 23 August 2020"	8:00:00 AM	Jammu and Kashmir	24398	608	31981	610	15	593	Aug-20
5487	5490	5491	"Sunday, 23 August 2020"	8:00:00 AM	Jharkhand	18507	308	28571	375	11	135	Aug-20
5488	5491	5492	"Sunday, 23 August 2020"	8:00:00 AM	Karnataka	184568	4615	271876	"7,330"	93	"7,626"	Aug-20
5489	5492	5493	"Sunday, 23 August 2020"	8:00:00 AM	Kerala	36535	218	56354	"2,172"	15	"1,292"	Aug-20
5490	5493	5494	"Sunday, 23 August 2020"	8:00:00 AM	Ladakh	1469	21	2210	77	2	20	Aug-20
5491	5494	5495	"Sunday, 23 August 2020"	8:00:00 AM	Madhya Pradesh	39399	1206	51866	"1,226"	21	872	Aug-20
5492	5495	5496	"Sunday, 23 August 2020"	8:00:00 AM	Maharashtra	480114	21995	671942	"14,492"	297	"9,241"	Aug-20
5493	5496	5497	"Sunday, 23 August 2020"	8:00:00 AM	Manipur	3455	22	5132	83	2	194	Aug-20
5497	5500	5501	"Sunday, 23 August 2020"	8:00:00 AM	Odisha	52277	399	75537	"2,819"	9	"1,773"	Aug-20
5498	5501	5502	"Sunday, 23 August 2020"	8:00:00 AM	Puducherry	6307	151	10112	518	8	373	Aug-20
5499	5502	5503	"Sunday, 23 August 2020"	8:00:00 AM	Punjab	24302	1036	40643	"1,316"	45	409	Aug-20
5500	5503	5504	"Sunday, 23 August 2020"	8:00:00 AM	Rajasthan	54144	944	69264	"1,310"	11	"1,648"	Aug-20
5502	5505	5506	"Sunday, 23 August 2020"	8:00:00 AM	Tamil Nadu	313280	6420	373410	"5,980"	80	"5,603"	Aug-20
5503	5506	5507	"Sunday, 23 August 2020"	8:00:00 AM	Telangana	80586	755	104249	"2,384"	11	"1,851"	Aug-20
5504	5507	5508	"Sunday, 23 August 2020"	8:00:00 AM	Tripura	6182	72	8702	331	2	121	Aug-20
5505	5508	5509	"Sunday, 23 August 2020"	8:00:00 AM	Uttarakhand	10021	195	14566	483	3	345	Aug-20
5506	5509	5510	"Sunday, 23 August 2020"	8:00:00 AM	Uttar Pradesh	131295	2867	182453	"5,214"	70	"4,638"	Aug-20
5507	5510	5511	"Sunday, 23 August 2020"	8:00:00 AM	West Bengal	104959	2737	135596	"3,232"	48	"3,088"	Aug-20
5509	5512	5513	"Monday, 24 August 2020"	8:00:00 AM	Andhra Pradesh	260087	3282	353111	"7,895"	93	"7,449"	Aug-20
5511	5514	5515	"Monday, 24 August 2020"	8:00:00 AM	Assam	70900	242	90740	"1,272"	8	"3,259"	Aug-20
5512	5515	5516	"Monday, 24 August 2020"	8:00:00 AM	Bihar	98325	511	121947	"2,418"	8	"3,467"	Aug-20
5513	5516	5517	"Monday, 24 August 2020"	8:00:00 AM	Chandigarh	1492	37	2918	142	4	21	Aug-20
5514	5517	5518	"Monday, 24 August 2020"	8:00:00 AM	Chhattisgarh	12931	197	20918	840	8	537	Aug-20
5516	5519	5520	"Monday, 24 August 2020"	8:00:00 AM	Delhi	145388	4300	161466	"1,450"	16	"1,250"	Aug-20
5517	5520	5521	"Monday, 24 August 2020"	8:00:00 AM	Goa	10472	144	13999	209	4	453	Aug-20
5518	5521	5522	"Monday, 24 August 2020"	8:00:00 AM	Gujarat	69212	2895	86624	"1,101"	14	969	Aug-20
5519	5522	5523	"Monday, 24 August 2020"	8:00:00 AM	Haryana	44822	603	54386	"1,096"	6	809	Aug-20
5521	5524	5525	"Monday, 24 August 2020"	8:00:00 AM	Jammu and Kashmir	24832	617	32647	666	9	434	Aug-20
5522	5525	5526	"Monday, 24 August 2020"	8:00:00 AM	Jharkhand	19629	312	29677	"1,106"	4	"1,122"	Aug-20
5523	5526	5527	"Monday, 24 August 2020"	8:00:00 AM	Karnataka	189564	4683	277814	"5,938"	68	"4,996"	Aug-20
5524	5527	5528	"Monday, 24 August 2020"	8:00:00 AM	Kerala	37645	223	58262	"1,908"	5	"1,110"	Aug-20
5525	5528	5529	"Monday, 24 August 2020"	8:00:00 AM	Ladakh	1491	23	2279	69	2	22	Aug-20
5526	5529	5530	"Monday, 24 August 2020"	8:00:00 AM	Madhya Pradesh	40390	1229	53129	"1,263"	23	991	Aug-20
5527	5530	5531	"Monday, 24 August 2020"	8:00:00 AM	Maharashtra	488271	22253	682383	"10,441"	258	"8,157"	Aug-20
5532	5535	5536	"Monday, 24 August 2020"	8:00:00 AM	Odisha	54406	409	78530	"2,993"	10	"2,129"	Aug-20
5533	5536	5537	"Monday, 24 August 2020"	8:00:00 AM	Puducherry	6657	159	10522	410	8	350	Aug-20
5534	5537	5538	"Monday, 24 August 2020"	8:00:00 AM	Punjab	26528	1086	41779	"1,136"	50	"2,226"	Aug-20
5535	5538	5539	"Monday, 24 August 2020"	8:00:00 AM	Rajasthan	55324	955	70609	"1,345"	11	"1,180"	Aug-20
5537	5540	5541	"Monday, 24 August 2020"	8:00:00 AM	Tamil Nadu	319327	6517	379385	"5,975"	97	"6,047"	Aug-20
5538	5541	5542	"Monday, 24 August 2020"	8:00:00 AM	Telangana	82411	761	106091	"1,842"	6	"1,825"	Aug-20
5540	5543	5544	"Monday, 24 August 2020"	8:00:00 AM	Uttarakhand	10480	200	15124	558	5	459	Aug-20
5541	5544	5545	"Monday, 24 August 2020"	8:00:00 AM	Uttar Pradesh	135613	2926	187781	"5,328"	59	"4,318"	Aug-20
5542	5545	5546	"Monday, 24 August 2020"	8:00:00 AM	West Bengal	108007	2794	138870	"3,274"	57	"3,048"	Aug-20
5543	5546	5547	"Tuesday, 25 August 2020"	8:00:00 AM	Andaman and Nicobar Islands	2092	35	2904	44	2	129	Aug-20
5544	5547	5548	"Tuesday, 25 August 2020"	8:00:00 AM	Andhra Pradesh	268828	3368	361712	"8,601"	86	"8,741"	Aug-20
5546	5549	5550	"Tuesday, 25 August 2020"	8:00:00 AM	Assam	73090	252	92619	"1,879"	10	"2,190"	Aug-20
5547	5550	5551	"Tuesday, 25 August 2020"	8:00:00 AM	Bihar	101292	514	123198	"1,251"	3	"2,967"	Aug-20
5549	5552	5553	"Tuesday, 25 August 2020"	8:00:00 AM	Chhattisgarh	13424	206	22054	"1,136"	9	493	Aug-20
5551	5554	5555	"Tuesday, 25 August 2020"	8:00:00 AM	Delhi	146588	4313	162527	"1,061"	13	"1,200"	Aug-20
5552	5555	5556	"Tuesday, 25 August 2020"	8:00:00 AM	Goa	10909	148	14138	139	4	437	Aug-20
5553	5556	5557	"Tuesday, 25 August 2020"	8:00:00 AM	Gujarat	70231	2908	87691	"1,067"	13	"1,019"	Aug-20
5554	5557	5558	"Tuesday, 25 August 2020"	8:00:00 AM	Haryana	45405	613	55460	"1,074"	10	583	Aug-20
5556	5559	5560	"Tuesday, 25 August 2020"	8:00:00 AM	Jammu and Kashmir	25205	624	33075	428	7	373	Aug-20
5557	5560	5561	"Tuesday, 25 August 2020"	8:00:00 AM	Jharkhand	20870	330	31005	"1,328"	18	"1,241"	Aug-20
5558	5561	5562	"Tuesday, 25 August 2020"	8:00:00 AM	Karnataka	197625	4810	283665	"5,851"	127	"8,061"	Aug-20
5559	5562	5563	"Tuesday, 25 August 2020"	8:00:00 AM	Kerala	38883	234	59504	"1,242"	11	"1,238"	Aug-20
5561	5564	5565	"Tuesday, 25 August 2020"	8:00:00 AM	Madhya Pradesh	41231	1246	54421	"1,292"	17	841	Aug-20
5562	5565	5566	"Tuesday, 25 August 2020"	8:00:00 AM	Maharashtra	502490	22465	693398	"11,015"	212	"14,219"	Aug-20
5567	5570	5571	"Tuesday, 25 August 2020"	8:00:00 AM	Odisha	56925	419	81479	"2,949"	10	"2,519"	Aug-20
5568	5571	5572	"Tuesday, 25 August 2020"	8:00:00 AM	Puducherry	6942	164	10859	337	5	285	Aug-20
5569	5572	5573	"Tuesday, 25 August 2020"	8:00:00 AM	Punjab	28357	1129	43284	"1,505"	43	"1,829"	Aug-20
5570	5573	5574	"Tuesday, 25 August 2020"	8:00:00 AM	Rajasthan	56600	967	71955	"1,346"	12	"1,276"	Aug-20
5572	5575	5576	"Tuesday, 25 August 2020"	8:00:00 AM	Tamil Nadu	325456	6614	385352	"5,967"	97	"6,129"	Aug-20
